id  ,State                ,County               ,Year   ,Days with AQI ,Good Days ,Moderate Days ,Unhealthy for Sensitive Groups Days ,Unhealthy Days ,Very Unhealthy Days ,Hazardous Days ,Max AQI
187 ,Indiana              ,St. Joseph           ,2020.0 ,91.0          ,82.0      ,9.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,58.0
188 ,Indiana              ,Sullivan             ,2020.0 ,31.0          ,27.0      ,4.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,53.0
189 ,Indiana              ,Tippecanoe           ,2020.0 ,60.0          ,26.0      ,34.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,69.0
190 ,Indiana              ,Vanderburgh          ,2020.0 ,91.0          ,84.0      ,7.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,59.0
191 ,Indiana              ,Vigo                 ,2020.0 ,91.0          ,84.0      ,7.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,60.0
192 ,Indiana              ,Wabash               ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,38.0
193 ,Indiana              ,Warrick              ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,43.0
194 ,Indiana              ,Whitley              ,2020.0 ,65.0          ,45.0      ,20.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,64.0
195 ,Iowa                 ,Black Hawk           ,2020.0 ,121.0         ,95.0      ,26.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,86.0
196 ,Iowa                 ,Bremer               ,2020.0 ,61.0          ,61.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,47.0
197 ,Iowa                 ,Cerro Gordo          ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,45.0
198 ,Iowa                 ,Clinton              ,2020.0 ,121.0         ,89.0      ,32.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,71.0
199 ,Iowa                 ,Harrison             ,2020.0 ,61.0          ,61.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,49.0
200 ,Iowa                 ,Johnson              ,2020.0 ,121.0         ,84.0      ,37.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,89.0
201 ,Iowa                 ,Lee                  ,2020.0 ,31.0          ,27.0      ,4.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,60.0
202 ,Iowa                 ,Linn                 ,2020.0 ,121.0         ,86.0      ,35.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,81.0
203 ,Iowa                 ,Montgomery           ,2020.0 ,121.0         ,109.0     ,12.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,61.0
204 ,Iowa                 ,Muscatine            ,2020.0 ,121.0         ,101.0     ,20.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,74.0
205 ,Iowa                 ,Palo Alto            ,2020.0 ,121.0         ,110.0     ,11.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,71.0
206 ,Iowa                 ,Polk                 ,2020.0 ,121.0         ,106.0     ,15.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,64.0
207 ,Iowa                 ,Pottawattamie        ,2020.0 ,29.0          ,27.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,52.0
208 ,Iowa                 ,Scott                ,2020.0 ,122.0         ,67.0      ,55.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,100.0
209 ,Iowa                 ,Van Buren            ,2020.0 ,121.0         ,114.0     ,7.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,74.0
210 ,Iowa                 ,Woodbury             ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,50.0
211 ,Kentucky             ,Bell                 ,2020.0 ,5.0           ,4.0       ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,54.0
212 ,Kentucky             ,Boyd                 ,2020.0 ,5.0           ,5.0       ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,32.0
213 ,Kentucky             ,Campbell             ,2020.0 ,11.0          ,10.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,51.0
214 ,Kentucky             ,Carter               ,2020.0 ,12.0          ,12.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,39.0
215 ,Kentucky             ,Christian            ,2020.0 ,10.0          ,8.0       ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,70.0
216 ,Kentucky             ,Edmonson             ,2020.0 ,61.0          ,61.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,39.0
217 ,Kentucky             ,Fayette              ,2020.0 ,11.0          ,10.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,55.0
218 ,Kentucky             ,Hardin               ,2020.0 ,11.0          ,10.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,54.0
219 ,Kentucky             ,Livingston           ,2020.0 ,3.0           ,3.0       ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,16.0
220 ,Kentucky             ,McCracken            ,2020.0 ,4.0           ,4.0       ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,18.0
221 ,Kentucky             ,Morgan               ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,43.0
222 ,Kentucky             ,Perry                ,2020.0 ,5.0           ,5.0       ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,36.0
223 ,Kentucky             ,Pulaski              ,2020.0 ,10.0          ,9.0       ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,52.0
224 ,Kentucky             ,Trigg                ,2020.0 ,59.0          ,59.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
225 ,Kentucky             ,Warren               ,2020.0 ,11.0          ,10.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,61.0
226 ,Kentucky             ,Washington           ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
227 ,Louisiana            ,Ascension            ,2020.0 ,90.0          ,90.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,49.0
228 ,Louisiana            ,Bossier              ,2020.0 ,89.0          ,86.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,67.0
229 ,Louisiana            ,Caddo                ,2020.0 ,88.0          ,87.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,67.0
230 ,Louisiana            ,Calcasieu            ,2020.0 ,91.0          ,72.0      ,19.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,68.0
231 ,Louisiana            ,East Baton Rouge     ,2020.0 ,92.0          ,90.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,80.0
232 ,Louisiana            ,Iberville            ,2020.0 ,91.0          ,89.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,54.0
233 ,Louisiana            ,Jefferson            ,2020.0 ,91.0          ,87.0      ,4.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,67.0
234 ,Louisiana            ,Lafayette            ,2020.0 ,91.0          ,88.0      ,2.0           ,1.0                                 ,0.0            ,0.0                 ,0.0            ,120.0
235 ,Louisiana            ,Lafourche            ,2020.0 ,91.0          ,86.0      ,5.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,85.0
236 ,Louisiana            ,Livingston           ,2020.0 ,90.0          ,84.0      ,5.0           ,1.0                                 ,0.0            ,0.0                 ,0.0            ,105.0
237 ,Louisiana            ,Orleans              ,2020.0 ,92.0          ,91.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,81.0
238 ,Louisiana            ,Ouachita             ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,50.0
239 ,Louisiana            ,Pointe Coupee        ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,50.0
240 ,Louisiana            ,St. Bernard          ,2020.0 ,91.0          ,84.0      ,7.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,84.0
241 ,Louisiana            ,St. Charles          ,2020.0 ,91.0          ,86.0      ,5.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,75.0
242 ,Louisiana            ,St. James            ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,47.0
243 ,Louisiana            ,St. John the Baptist ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,50.0
244 ,Louisiana            ,St. Martin           ,2020.0 ,90.0          ,90.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,50.0
245 ,Louisiana            ,St. Tammany          ,2020.0 ,91.0          ,87.0      ,4.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,62.0
246 ,Louisiana            ,West Baton Rouge     ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,47.0
247 ,Maine                ,Androscoggin         ,2020.0 ,116.0         ,107.0     ,9.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,64.0
248 ,Maine                ,Aroostook            ,2020.0 ,91.0          ,77.0      ,14.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,75.0
249 ,Maine                ,Cumberland           ,2020.0 ,122.0         ,107.0     ,15.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,70.0
250 ,Maine                ,Hancock              ,2020.0 ,122.0         ,113.0     ,9.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,64.0
251 ,Maine                ,Kennebec             ,2020.0 ,14.0          ,14.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,33.0
252 ,Maine                ,Oxford               ,2020.0 ,85.0          ,84.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,52.0
253 ,Maine                ,Penobscot            ,2020.0 ,121.0         ,115.0     ,6.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,73.0
254 ,Maine                ,Washington           ,2020.0 ,94.0          ,94.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,50.0
255 ,Maine                ,York                 ,2020.0 ,76.0          ,76.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,50.0
256 ,Maryland             ,Allegany             ,2020.0 ,87.0          ,87.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,9.0
257 ,Maryland             ,Anne Arundel         ,2020.0 ,81.0          ,81.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,49.0
258 ,Maryland             ,Baltimore            ,2020.0 ,90.0          ,87.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,74.0
259 ,Maryland             ,Baltimore (City)     ,2020.0 ,86.0          ,81.0      ,5.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,68.0
260 ,Maryland             ,Calvert              ,2020.0 ,28.0          ,28.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,47.0
261 ,Maryland             ,Carroll              ,2020.0 ,28.0          ,28.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
262 ,Maryland             ,Cecil                ,2020.0 ,88.0          ,85.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,68.0
263 ,Maryland             ,Charles              ,2020.0 ,28.0          ,28.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,48.0
264 ,Maryland             ,Dorchester           ,2020.0 ,88.0          ,88.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,47.0
265 ,Maryland             ,Frederick            ,2020.0 ,28.0          ,28.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,43.0
266 ,Maryland             ,Garrett              ,2020.0 ,90.0          ,90.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,48.0
267 ,Maryland             ,Harford              ,2020.0 ,88.0          ,83.0      ,5.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,82.0
268 ,Maryland             ,Howard               ,2020.0 ,89.0          ,86.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,60.0
269 ,Maryland             ,Kent                 ,2020.0 ,88.0          ,87.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,51.0
270 ,Maryland             ,Montgomery           ,2020.0 ,84.0          ,82.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,58.0
271 ,Maryland             ,Prince George's      ,2020.0 ,88.0          ,88.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,48.0
272 ,Maryland             ,Washington           ,2020.0 ,88.0          ,80.0      ,8.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,74.0
273 ,Massachusetts        ,Barnstable           ,2020.0 ,48.0          ,48.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,47.0
274 ,Massachusetts        ,Berkshire            ,2020.0 ,60.0          ,46.0      ,14.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,80.0
275 ,Massachusetts        ,Bristol              ,2020.0 ,60.0          ,43.0      ,17.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,71.0
276 ,Massachusetts        ,Dukes                ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,48.0
277 ,Massachusetts        ,Essex                ,2020.0 ,60.0          ,55.0      ,5.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,54.0
278 ,Massachusetts        ,Franklin             ,2020.0 ,60.0          ,39.0      ,21.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,84.0
279 ,Massachusetts        ,Hampden              ,2020.0 ,60.0          ,39.0      ,21.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,99.0
280 ,Massachusetts        ,Hampshire            ,2020.0 ,60.0          ,49.0      ,11.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,62.0
281 ,Massachusetts        ,Middlesex            ,2020.0 ,60.0          ,53.0      ,7.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,56.0
282 ,Massachusetts        ,Norfolk              ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,48.0
283 ,Massachusetts        ,Plymouth             ,2020.0 ,60.0          ,54.0      ,6.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,67.0
284 ,Massachusetts        ,Suffolk              ,2020.0 ,61.0          ,54.0      ,7.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,60.0
285 ,Massachusetts        ,Worcester            ,2020.0 ,61.0          ,48.0      ,13.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,63.0
286 ,Michigan             ,Monroe               ,2020.0 ,15.0          ,15.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,26.0
287 ,Michigan             ,Tuscola              ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,39.0
288 ,Michigan             ,Washtenaw            ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,39.0
289 ,Michigan             ,Wexford              ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,41.0
290 ,Minnesota            ,Saint Louis          ,2020.0 ,57.0          ,57.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,46.0
291 ,Mississippi          ,Bolivar              ,2020.0 ,91.0          ,80.0      ,11.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,63.0
292 ,Mississippi          ,DeSoto               ,2020.0 ,91.0          ,80.0      ,11.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,79.0
293 ,Mississippi          ,Forrest              ,2020.0 ,86.0          ,73.0      ,13.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,71.0
294 ,Mississippi          ,Hancock              ,2020.0 ,91.0          ,84.0      ,7.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,61.0
295 ,Mississippi          ,Harrison             ,2020.0 ,91.0          ,78.0      ,13.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,67.0
296 ,Mississippi          ,Hinds                ,2020.0 ,92.0          ,67.0      ,25.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,85.0
297 ,Mississippi          ,Jackson              ,2020.0 ,91.0          ,81.0      ,10.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,66.0
298 ,Mississippi          ,Lauderdale           ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,50.0
299 ,Mississippi          ,Lee                  ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,48.0
300 ,Mississippi          ,Yalobusha            ,2020.0 ,28.0          ,28.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,45.0
301 ,Montana              ,Cascade              ,2020.0 ,60.0          ,58.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,62.0
302 ,Montana              ,Fergus               ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,46.0
303 ,Montana              ,Flathead             ,2020.0 ,60.0          ,52.0      ,8.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,75.0
304 ,Montana              ,Gallatin             ,2020.0 ,61.0          ,61.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,45.0
305 ,Montana              ,Lewis and Clark      ,2020.0 ,61.0          ,55.0      ,6.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,60.0
306 ,Montana              ,Lincoln              ,2020.0 ,60.0          ,9.0       ,51.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,92.0
307 ,Montana              ,Missoula             ,2020.0 ,60.0          ,26.0      ,33.0          ,1.0                                 ,0.0            ,0.0                 ,0.0            ,105.0
308 ,Montana              ,Phillips             ,2020.0 ,60.0          ,59.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,51.0
309 ,Montana              ,Powder River         ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
310 ,Montana              ,Ravalli              ,2020.0 ,60.0          ,57.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,57.0
311 ,Montana              ,Richland             ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,42.0
312 ,Montana              ,Rosebud              ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
313 ,Montana              ,Sanders              ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,37.0
314 ,Montana              ,Silver Bow           ,2020.0 ,60.0          ,54.0      ,6.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,62.0
315 ,Montana              ,Yellowstone          ,2020.0 ,60.0          ,55.0      ,5.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,66.0
316 ,Nebraska             ,Cass                 ,2020.0 ,121.0         ,120.0     ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,51.0
317 ,Nebraska             ,Douglas              ,2020.0 ,92.0          ,89.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,64.0
318 ,Nebraska             ,Hall                 ,2020.0 ,103.0         ,100.0     ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,85.0
319 ,Nebraska             ,Knox                 ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,40.0
320 ,Nebraska             ,Sarpy                ,2020.0 ,89.0          ,77.0      ,12.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,62.0
321 ,Nebraska             ,Scotts Bluff         ,2020.0 ,11.0          ,11.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,38.0
322 ,Nebraska             ,Washington           ,2020.0 ,27.0          ,26.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,53.0
323 ,Nevada               ,Clark                ,2020.0 ,92.0          ,55.0      ,36.0          ,0.0                                 ,1.0            ,0.0                 ,0.0            ,157.0
324 ,Nevada               ,Washoe               ,2020.0 ,61.0          ,54.0      ,7.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,61.0
325 ,Nevada               ,White Pine           ,2020.0 ,60.0          ,59.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,51.0
326 ,New Hampshire        ,Grafton              ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,45.0
327 ,New Jersey           ,Mercer               ,2020.0 ,19.0          ,19.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,38.0
328 ,New Mexico           ,Dona Ana             ,2020.0 ,91.0          ,86.0      ,4.0           ,0.0                                 ,0.0            ,1.0                 ,0.0            ,218.0
329 ,New Mexico           ,Eddy                 ,2020.0 ,58.0          ,58.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
330 ,New Mexico           ,Lea                  ,2020.0 ,82.0          ,82.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,27.0
331 ,New Mexico           ,San Juan             ,2020.0 ,91.0          ,90.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,51.0
332 ,New Mexico           ,Santa Fe             ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,26.0
333 ,New Mexico           ,Taos                 ,2020.0 ,90.0          ,82.0      ,8.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,64.0
334 ,New York             ,Albany               ,2020.0 ,91.0          ,76.0      ,15.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,73.0
335 ,New York             ,Bronx                ,2020.0 ,92.0          ,72.0      ,20.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,77.0
336 ,New York             ,Chautauqua           ,2020.0 ,91.0          ,90.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,51.0
337 ,New York             ,Dutchess             ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,45.0
338 ,New York             ,Erie                 ,2020.0 ,92.0          ,88.0      ,4.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,59.0
339 ,New York             ,Essex                ,2020.0 ,91.0          ,90.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,58.0
340 ,New York             ,Hamilton             ,2020.0 ,89.0          ,88.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,54.0
341 ,New York             ,Kings                ,2020.0 ,91.0          ,82.0      ,9.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,65.0
342 ,New York             ,Monroe               ,2020.0 ,92.0          ,80.0      ,12.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,65.0
343 ,New York             ,Nassau               ,2020.0 ,89.0          ,83.0      ,6.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,66.0
344 ,New York             ,New York             ,2020.0 ,92.0          ,78.0      ,14.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,67.0
345 ,New York             ,Niagara              ,2020.0 ,90.0          ,90.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,47.0
346 ,New York             ,Oneida               ,2020.0 ,91.0          ,86.0      ,5.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,56.0
347 ,New York             ,Onondaga             ,2020.0 ,89.0          ,78.0      ,11.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,71.0
348 ,New York             ,Orange               ,2020.0 ,91.0          ,85.0      ,6.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,74.0
349 ,New York             ,Oswego               ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,47.0
350 ,New York             ,Putnam               ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,48.0
351 ,New York             ,Queens               ,2020.0 ,92.0          ,81.0      ,11.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,74.0
352 ,New York             ,Richmond             ,2020.0 ,89.0          ,79.0      ,10.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,72.0
353 ,New York             ,Rockland             ,2020.0 ,91.0          ,89.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,55.0
354 ,New York             ,Saratoga             ,2020.0 ,59.0          ,59.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,47.0
355 ,New York             ,St. Lawrence         ,2020.0 ,91.0          ,58.0      ,27.0          ,6.0                                 ,0.0            ,0.0                 ,0.0            ,110.0
356 ,New York             ,Steuben              ,2020.0 ,92.0          ,87.0      ,5.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,77.0
357 ,New York             ,Suffolk              ,2020.0 ,91.0          ,85.0      ,6.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,57.0
358 ,New York             ,Tompkins             ,2020.0 ,29.0          ,29.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,45.0
359 ,New York             ,Wayne                ,2020.0 ,59.0          ,59.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,48.0
360 ,New York             ,Westchester          ,2020.0 ,90.0          ,86.0      ,4.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,55.0
361 ,North Carolina       ,Alexander            ,2020.0 ,86.0          ,86.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,20.0
362 ,North Carolina       ,Avery                ,2020.0 ,59.0          ,59.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,45.0
363 ,North Carolina       ,Beaufort             ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,34.0
364 ,North Carolina       ,Brunswick            ,2020.0 ,88.0          ,82.0      ,6.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,100.0
365 ,North Carolina       ,Buncombe             ,2020.0 ,91.0          ,90.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,55.0
366 ,North Carolina       ,Caldwell             ,2020.0 ,90.0          ,90.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,1.0
367 ,North Carolina       ,Carteret             ,2020.0 ,58.0          ,58.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,48.0
368 ,North Carolina       ,Caswell              ,2020.0 ,86.0          ,86.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,22.0
369 ,North Carolina       ,Catawba              ,2020.0 ,86.0          ,77.0      ,9.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,63.0
370 ,North Carolina       ,Cumberland           ,2020.0 ,60.0          ,58.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,52.0
371 ,North Carolina       ,Davidson             ,2020.0 ,39.0          ,35.0      ,4.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,56.0
372 ,North Carolina       ,Durham               ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,43.0
